{' Yes': -0.0062188194, 'Yes': -5.4882436, ' Generally': -6.715779, ' No': -8.289528, ' A': -8.50017}
{' No': -0.49029016, '\n': -1.4087205, 'No': -2.2478888, ' ': -3.988785, ' It': -5.04952}
{' Yes': -0.4218351, ' No': -1.870144, '\n': -2.6172295, 'Yes': -3.0131912, ' P': -3.6062546}
{' Yes': -0.96289206, ' No': -1.1796355, '\n': -1.7831283, 'No': -2.5464149, 'Yes': -3.3147461}
{' Yes': -0.098512694, ' No': -2.840538, 'Yes': -4.9059544, ' A': -5.0401, ' It': -5.1465473}
{' No': -0.5682732, ' Yes': -1.111221, ' It': -3.131887, 'No': -3.79586, ' A': -4.714147}
{' Yes': -0.31487718, ' No': -1.4778602, ' P': -3.9863899, 'Yes': -4.8554916, 'No': -4.969025}
{' Yes': -0.15255676, ' No': -2.1505387, 'Yes': -4.26531, 'No': -5.0942435, ' P': -6.659671}
{' Yes': -0.9204076, ' No': -1.513984, '\n': -1.7540066, 'No': -2.393018, 'Yes': -2.8760674}
{' No': -0.54847443, 'No': -1.3479415, '\n': -1.9798594, ' ': -4.4222956, ' Yes': -5.464575}
{' No': -0.92499274, ' Yes': -1.2212021, 'No': -2.0617745, '\n': -2.5389607, 'Yes': -3.0542707}
{' No': -0.42407444, 'No': -1.4964373, '\n': -2.9234946, ' Yes': -3.0484698, 'Yes': -4.9514856}
{' Yes': -0.15032093, ' yes': -2.3541152, 'Yes': -4.572415, '\n': -4.5785394, ' It': -5.1001115}
{' Yes': -0.17751786, ' yes': -2.8776386, ' It': -3.455281, ' No': -3.899886, '\n': -3.9037483}
{' Yes': -0.096842095, ' yes': -2.9096718, 'Yes': -4.0412483, ' No': -5.1060944, '\n': -5.213229}
{' Yes': -0.08583633, ' yes': -2.891138, 'Yes': -4.0364814, ' No': -5.7400837, '\n': -6.021736}
{' Yes': -0.014066249, '\n': -5.2634616, 'Yes': -5.7945457, ' No': -5.9462957, ' ': -6.71232}
{' Yes': -0.04946512, ' No': -3.4783535, '\n': -4.7803645, 'Yes': -5.873628, ' ': -6.1194644}
{' Yes': -0.105619706, ' No': -2.6965716, '\n': -4.3320675, ' P': -4.4853845, 'Yes': -5.58028}
{' Yes': -0.015813367, '\n': -5.1944346, ' No': -5.3547645, 'Yes': -5.6617446, ' ': -6.99092}
{' Yes': -0.43167123, ' No': -1.9578075, '\n': -2.203411, ' ': -3.7298205, ' A': -3.9648817}
{' No': -0.43584743, '\n': -1.9348897, ' Yes': -2.4112825, 'No': -3.2275248, ' ': -3.665368}
{' Yes': -0.39856926, '\n': -2.0661125, ' No': -2.1325972, ' P': -3.5187414, 'Yes': -3.7720966}
{' Yes': -0.8797482, ' No': -1.0363969, '\n': -1.8548745, 'No': -3.4843318, ' ': -4.176625}
{' Yes': -0.612588, ' No': -1.5786124, '\n': -2.0168447, ' A': -3.094905, ' ': -3.4613674}
{' No': -0.55520666, '\n': -1.6161997, ' Yes': -2.2219508, 'No': -3.1897357, ' ': -3.3471987}
{' No': -0.6752365, ' Yes': -1.3476436, '\n': -2.2265422, ' P': -2.8255985, 'No': -3.6206539}
{' Yes': -0.3089762, '\n': -2.2285147, ' No': -2.2883348, ' ': -3.983964, 'Yes': -4.0849237}
{' Yes': -0.18317966, ' No': -2.3303182, '\n': -3.4383864, ' ': -4.3085856, ' A': -4.614763}
{' Yes': -0.47996908, ' No': -1.2161618, '\n': -3.268179, ' A': -4.094745, ' ': -4.229788}
{' Yes': -0.43272108, ' No': -1.7778997, '\n': -2.310523, ' P': -2.9879653, ' ': -4.031358}
{' Yes': -0.10856248, '\n': -3.1128502, ' No': -3.2167604, 'Yes': -4.944517, ' ': -4.9806457}
{' No': -0.5944223, ' Yes': -1.2392454, '\n': -3.0836725, ' A': -3.17694, 'No': -3.4089572}
{' No': -0.15608656, 'No': -2.8264813, '\n': -3.1393263, ' ': -4.173641, ' A': -4.3509374}
{' No': -0.23541518, ' Yes': -2.6392848, 'No': -3.0389142, '\n': -3.2054944, ' P': -3.5837653}
{' No': -0.12067156, 'No': -2.7270272, '\n': -3.8127208, ' Yes': -4.3678393, ' ': -4.6509085}
{' Yes': -0.23551187, ' No': -2.7241192, '\n': -2.8519306, ' ': -3.684139, ' A': -3.8671703}
{' Yes': -0.41994625, ' No': -1.9166905, '\n': -2.5174098, ' A': -3.2372224, ' ': -3.4523022}
{' Yes': -0.10060779, ' No': -3.6601245, '\n': -3.8209426, 'Yes': -4.067891, ' P': -4.1551256}
{' Yes': -0.07345186, '\n': -3.9554305, 'Yes': -4.008287, ' No': -4.117227, ' P': -5.253259}
{' No': -1.3176781, ' Yes': -1.4373566, ' It': -1.6129452, ' Generally': -1.7721153, ' A': -3.3435128}
{' No': -0.27746975, ' It': -1.9868374, ' Generally': -3.3145218, 'No': -3.7839563, ' That': -4.4662323}
{' No': -0.20029123, ' P': -2.7300975, ' It': -3.2785459, 'No': -3.9110951, ' Generally': -4.020539}
{' No': -0.5108877, ' It': -1.7585055, ' P': -2.9721742, ' Bears': -3.3404372, ' Generally': -3.5634425}
{' No': -1.2182105, ' Yes': -1.5764487, ' Generally': -1.7526001, ' It': -1.7618048, ' P': -3.2627068}
{' No': -0.24696958, ' It': -2.6409645, 'No': -2.654789, ' Generally': -3.553635, ' That': -4.4754314}
{' No': -0.6946165, ' Yes': -1.9700625, ' P': -1.9801712, ' It': -2.6832144, 'No': -2.906065}
{' No': -0.61115676, ' It': -2.0222821, 'No': -2.7236445, ' Yes': -2.8960364, ' Bears': -2.946522}
{' No': -0.42413425, ' Yes': -2.0221872, 'No': -2.7079363, ' It': -2.9955912, ' Generally': -3.341714}
{' No': -0.2959045, ' It': -2.4655287, 'No': -2.4729693, ' Generally': -3.9489996, '\n': -4.1842995}
{' No': -0.30617604, 'No': -2.6345108, ' P': -2.7653549, ' It': -3.1544025, ' Yes': -3.4354026}
{' No': -0.45156354, ' It': -2.6285043, ' Yes': -2.62921, 'No': -2.6895547, ' P': -3.1608129}
{' No': -0.8313335, ' Generally': -1.8610327, ' It': -1.9577699, ' Yes': -2.385716, ' A': -2.8318503}
{' No': -0.17966056, ' It': -2.9551713, 'No': -3.0692213, ' Generally': -3.5058606, ' A': -4.728178}
{' No': -0.85706615, ' P': -1.6211635, ' It': -2.2993877, ' Generally': -2.5167112, ' Bears': -3.0414743}
{' No': -0.2620135, 'No': -2.8419063, ' It': -3.0049503, ' Bears': -3.054738, ' P': -3.474759}
{' No': -0.52634025, ' Yes': -2.3624914, 'No': -2.3894498, ' Generally': -2.690498, ' It': -2.7077138}
{' No': -0.16264157, 'No': -2.3111343, ' It': -4.057394, '\n': -4.8535976, ' Generally': -4.9704895}
{' No': -0.38567662, 'No': -2.369218, ' P': -2.5877547, ' Yes': -3.1893532, ' It': -3.4013512}
{' No': -0.32001844, 'No': -2.0946803, ' Bears': -3.3001323, ' Yes': -3.6581495, ' It': -3.6809707}
{' No': -1.2662092, ' Generally': -1.5837733, ' Yes': -1.5862336, ' It': -2.3371015, ' P': -2.8817775}
{' No': -0.3440275, ' Generally': -2.7812946, 'No': -2.8128383, ' It': -2.958066, ' P': -3.5911758}
{' No': -1.1394674, ' Yes': -1.7117597, ' Bears': -1.8790952, ' P': -1.9616165, ' Generally': -2.8471339}
{' No': -0.81006324, ' Bears': -1.2855061, ' Yes': -2.4696567, 'No': -2.7851665, ' P': -3.1134996}
{' Yes': -0.45513493, ' It': -1.6170459, ' No': -2.283178, ' A': -3.7202713, ' Generally': -4.2188654}
{' No': -0.5731385, ' It': -1.0170795, ' That': -4.05606, ' Yes': -4.3465853, 'No': -4.5648127}
{' No': -0.050723046, ' P': -4.2360773, 'No': -4.4848604, ' It': -4.587058, ' Yes': -5.1592264}
{' No': -0.18929203, ' It': -2.2211351, ' Yes': -4.2636695, ' P': -4.5234036, '\n': -4.5387506}
{' No': -0.522495, ' It': -2.279863, ' A': -2.5353525, 'No': -2.8962858, ' Yes': -3.1650271}
{' No': -0.15804155, 'No': -2.7308831, ' It': -3.537234, ' A': -4.1138597, '\n': -4.5178556}
{' No': -0.15654504, 'No': -2.965364, ' P': -3.091371, ' Yes': -3.5975661, ' It': -5.2692223}
{' No': -0.4451146, ' Yes': -1.6354604, ' P': -2.9310613, 'No': -2.9807723, ' It': -3.82885}
{' No': -0.83287656, '\n': -1.5802845, ' Yes': -1.8094809, ' A': -2.4415498, 'No': -2.958647}
{' No': -0.23704487, '\n': -2.3229175, 'No': -2.5122428, ' ': -4.2569194, ' A': -4.7864165}
{' No': -0.23412225, '\n': -2.0929937, 'No': -2.9728403, ' ': -4.15803, ' P': -4.5014825}
{' No': -0.2329518, '\n': -2.2040498, 'No': -2.8265777, ' ': -4.2529483, ' It': -4.760901}
{' It': -0.74402326, ' No': -0.84545994, ' A': -3.5607252, 'No': -4.208836, ' That': -4.2432103}
{' No': -0.26151347, ' It': -1.7453429, 'No': -3.556399, ' That': -4.8287663, ' A': -5.2367177}
{' No': -0.13092335, ' P': -2.90413, 'No': -3.5614061, ' It': -3.8850641, ' Yes': -4.7439566}
{' No': -0.118380964, 'No': -3.1960003, ' Yes': -3.5521424, ' P': -3.86683, ' It': -4.3138785}
{' No': -0.50443554, 'No': -1.7397412, '\n': -2.4987419, ' A': -2.8644626, ' Yes': -3.5114813}
{' No': -0.24865782, 'No': -1.7930628, '\n': -3.5199552, ' ': -4.6432214, ' A': -4.7735486}
{' No': -0.30351314, 'No': -1.7583987, '\n': -3.4124186, ' P': -3.6013246, ' ': -4.4606614}
{' No': -0.28716058, 'No': -1.6334493, '\n': -3.8366697, ' ': -4.8307166, ' P': -4.8830953}
{' Yes': -0.56547904, ' No': -1.980768, ' It': -2.3053224, ' A': -2.6588018, ' Generally': -3.1512563}
{' No': -0.36464253, ' It': -2.3073688, 'No': -2.9824865, ' A': -3.1106124, ' Yes': -3.3376744}
{' No': -0.5520133, ' Yes': -1.9380777, ' P': -2.4174669, 'No': -2.6223335, ' Bears': -3.191835}
{' No': -0.80833364, ' Yes': -1.3534348, ' It': -2.4224064, ' P': -2.5595276, ' Bears': -3.2098076}
{' No': -1.0166914, ' Yes': -1.2897742, ' It': -2.2032187, ' Generally': -2.5569117, ' A': -3.028557}
{' No': -0.6660454, ' It': -1.7191995, ' Yes': -2.889964, 'No': -2.956197, ' A': -2.9670222}
{' No': -0.25955138, 'No': -1.970344, ' P': -3.832756, ' It': -3.921986, ' Bears': -4.549321}
{' No': -0.76849675, 'No': -2.1565201, ' Yes': -2.174167, ' It': -2.1874764, ' Bears': -2.7301447}
{' No': -0.28954443, 'No': -1.4902222, ' Yes': -4.136094, ' P': -5.979989, ' It': -6.2904634}
{' No': -0.29368728, 'No': -1.4568648, ' It': -4.1913137, ' That': -6.391797, ' P': -6.91372}
{' No': -0.2880416, 'No': -1.9681162, ' Yes': -2.8429484, ' P': -3.344125, 'Yes': -5.298478}
{' No': -0.22729734, 'No': -1.7570652, ' It': -4.3976636, ' Yes': -5.2857494, ' P': -5.5054708}
{' No': -0.2184692, 'No': -1.7820888, ' Yes': -4.027972, ' P': -6.094864, '\n': -6.3870983}
{' No': -0.2593461, 'No': -1.5062963, ' It': -5.92296, '\n': -7.100479, ' Yes': -7.198478}
{' No': -0.27387568, 'No': -1.6039767, ' Yes': -3.8422215, ' P': -4.9153476, ' It': -5.6428556}
{' No': -0.3231868, 'No': -1.3532257, ' Yes': -4.732435, ' It': -6.0307426, 'Yes': -6.3028464}
{' No': -0.084876284, 'No': -3.3446589, ' Yes': -3.3450994, ' A': -5.7689137, ' Generally': -5.8927484}
{' No': -0.071229815, 'No': -2.8064117, ' It': -5.635625, ' Generally': -7.0817513, ' P': -7.101075}
{' No': -0.10945215, 'No': -2.897479, ' P': -3.8757713, ' Yes': -4.268857, ' Bears': -5.5740666}
{' No': -0.13194558, 'No': -2.4226406, ' Yes': -4.624156, ' Bears': -4.857333, ' It': -5.0647383}
{' No': -0.6595147, 'No': -0.85004735, ' P': -4.3117495, ' Yes': -4.710164, '\n': -4.74896}
{' No': -0.5972824, 'No': -0.88889897, ' It': -4.0254955, '\n': -5.5160503, ' That': -5.578394}
{' No': -0.6143539, 'No': -1.156737, ' P': -2.8397415, ' Yes': -3.4987643, ' It': -4.226026}
{' No': -0.5979083, 'No': -0.87975717, ' It': -4.783646, ' P': -5.219388, ' Bears': -5.277966}
{' P': -1.1989474, ' No': -1.2976755, ' Yes': -1.3575948, 'No': -2.845716, ' A': -3.6361096}
{' No': -0.39502364, 'No': -1.5756894, ' P': -3.0429308, '\n': -3.675501, ' A': -4.3806067}
{' No': -0.3466155, 'No': -1.714234, ' P': -2.6290097, ' Yes': -3.723662, 'Yes': -5.7646456}
{' No': -0.2836181, 'No': -1.5116168, ' Bears': -4.188493, ' P': -5.4937134, ' Yes': -6.1855106}
{' Yes': -0.17896229, ' No': -2.0240529, ' It': -4.8395243, ' A': -5.043384, ' yes': -5.0578303}
{' No': -0.26110408, ' Yes': -1.728599, ' It': -3.7821493, ' A': -4.5422244, ' ': -5.161077}
{' No': -0.014743629, ' P': -5.302318, ' It': -5.8396277, ' Yes': -5.880153, 'No': -5.933805}
{' No': -0.04738101, ' It': -3.5624986, ' Yes': -4.7462616, 'No': -5.59866, ' That': -6.379383}
{' No': -0.54541165, ' It': -1.9620776, 'No': -2.4385257, ' Yes': -2.888864, ' A': -3.3189156}
{' No': -0.2493168, 'No': -2.2978282, ' It': -2.625162, '\n': -4.1358905, ' A': -4.723308}
{' No': -0.11371221, 'No': -2.526098, ' It': -4.6503124, ' P': -4.91687, '\n': -5.5494304}
{' No': -0.23368469, 'No': -2.1402245, ' It': -2.8110752, '\n': -4.8738284, ' That': -5.2647696}
{' No': -1.1357386, '\n': -1.2108864, ' Yes': -1.8687822, 'No': -2.5549264, ' A': -2.665415}
{' No': -0.5096964, '\n': -1.6126875, 'No': -2.068935, ' It': -3.463981, ' A': -4.066995}
{' No': -0.29583216, 'No': -2.046311, '\n': -2.5398774, ' P': -3.805018, ' Yes': -4.513662}
{' No': -0.42551672, 'No': -1.8470808, '\n': -2.2095115, ' It': -3.1923697, ' Yes': -4.468411}
{' No': -0.4097772, ' It': -1.6123794, 'No': -3.4841254, ' Generally': -3.8582954, ' Yes': -3.9382346}
{' No': -0.3176006, ' It': -1.7787862, 'No': -3.2935336, '\n': -4.299448, ' That': -4.3274713}
{' No': -0.06746369, 'No': -3.3470044, ' It': -4.3447423, ' P': -4.5453973, '\n': -6.5237947}
{' No': -0.13424864, 'No': -2.8280883, ' It': -3.1887379, ' That': -4.948076, ' Yes': -5.3951507}
{' No': -0.71686965, 'No': -1.3878653, '\n': -1.7845441, ' Yes': -3.4008121, ' ': -4.0354357}
{' No': -0.45601362, 'No': -1.3347939, '\n': -2.4776618, ' ': -4.5887346, ' A': -5.785284}
{' No': -0.36936602, 'No': -1.4409623, '\n': -3.2419684, ' P': -4.33519, ' ': -5.081522}
{' No': -0.36644575, 'No': -1.3329203, '\n': -3.5084133, ' ': -5.39841, ' It': -5.879656}
{' Yes': -0.24854113, ' It': -2.8715782, ' yes': -3.2474463, ' A': -3.528722, '\n': -3.6054242}
{' It': -0.9042839, ' No': -0.9992527, '\n': -3.1174538, ' That': -3.1565707, ' Yes': -3.240685}
{' No': -0.4118933, 'No': -2.510631, ' It': -2.602489, ' P': -2.6331668, '\n': -3.1931958}
{' It': -0.94185454, ' No': -1.0501577, ' Yes': -2.8380604, ' That': -3.0205176, 'No': -3.2827759}
{' No': -1.1485292, ' It': -1.2893925, ' Yes': -1.6121465, '\n': -2.3281574, ' A': -3.3606758}
{' No': -0.45051387, ' It': -2.0762808, ' Yes': -2.234167, '\n': -3.1660328, ' A': -3.2223148}
{' No': -0.124493934, ' P': -3.363885, '\n': -3.8636866, ' It': -3.8897126, ' Yes': -3.9985437}
{' No': -0.9162826, ' Yes': -0.96904564, ' It': -2.4800186, '\n': -2.6956844, ' P': -3.9194067}
{' No': -0.6754303, '\n': -1.6896629, ' It': -2.7091312, ' Generally': -2.9726064, 'No': -3.0826242}
{' No': -0.26573595, '\n': -2.1092436, 'No': -3.003855, ' ': -3.843239, ' A': -4.2662487}
{' No': -0.26062492, '\n': -2.1432886, 'No': -3.0066938, ' P': -3.6538167, ' ': -4.2602315}
{' No': -0.2869045, '\n': -2.0527945, 'No': -2.6593392, ' ': -4.232665, ' It': -4.392524}
{' No': -0.84606767, '\n': -1.621056, ' It': -2.3659825, ' Yes': -2.3993459, ' A': -2.6367648}
{' No': -0.3776472, '\n': -1.7657906, 'No': -3.0209537, ' ': -3.4086568, ' A': -3.7836416}
{' No': -0.1483775, '\n': -2.8434, 'No': -3.3307142, ' ': -4.3466196, ' P': -4.3856764}
{' No': -0.2880198, '\n': -2.2616642, 'No': -3.0957398, ' It': -3.6321874, ' Yes': -3.6947408}
{' No': -0.8128701, ' It': -1.5812017, '\n': -2.15181, ' Yes': -2.5031452, ' A': -3.0720615}
{' No': -0.5062844, '\n': -2.1061034, ' It': -2.2779536, ' A': -3.0738559, ' ': -3.3808417}
{' No': -0.51100326, '\n': -1.8910463, ' P': -2.5574815, ' Yes': -2.743366, ' ': -3.3622453}
{' No': -0.71769536, ' Yes': -1.3458233, '\n': -2.1709118, ' P': -3.2038233, ' It': -3.4531858}
{' No': -0.45004728, ' Yes': -2.3588147, ' A': -2.460675, '\n': -3.0036874, 'No': -3.1331544}
{' No': -0.15319708, 'No': -2.9295049, '\n': -3.3516603, ' A': -3.905188, ' ': -4.1476827}
{' No': -0.12177728, 'No': -2.8809059, ' P': -3.8512886, '\n': -4.0684896, ' ': -4.555104}
{' No': -0.093548745, 'No': -2.9349182, '\n': -4.276749, ' ': -4.783189, ' Bears': -5.6621895}
{' Yes': -1.420796, ' No': -1.5356317, ' It': -1.9094206, '\n': -2.004807, ' A': -2.391354}
{' No': -0.95378023, '\n': -2.0752783, ' Yes': -2.0832872, ' A': -2.179677, ' It': -2.4017477}
{' No': -0.41816998, '\n': -2.6021261, ' P': -2.6458273, ' Yes': -2.8746138, 'No': -3.135867}
{' No': -0.52570397, '\n': -2.4427285, ' It': -2.4601064, ' Yes': -2.8438535, 'No': -3.1742568}
{' Yes': -0.02267467, ' No': -4.671612, ' Generally': -4.891096, 'Yes': -5.6375995, ' A': -6.93383}
{' Yes': -0.0074121617, 'Yes': -5.695385, ' No': -6.0350757, ' Generally': -7.073995, ' A': -7.5955276}
{' No': -1.0412725, ' Yes': -1.0684559, ' Bears': -1.7320033, ' Generally': -2.6124032, ' It': -3.9972124}
{' Yes': -0.12504601, ' No': -2.7262576, ' Bears': -3.4811594, 'Yes': -5.0436134, ' Generally': -5.0589204}
{' Yes': -0.18110979, ' No': -2.2509644, ' Generally': -3.813493, 'Yes': -4.186645, 'No': -4.5594816}
{' Yes': -0.08187715, ' No': -3.0948966, ' Generally': -4.390824, 'Yes': -4.3933887, 'No': -5.687435}
{' No': -0.89231175, ' Yes': -1.3821685, ' Bears': -2.0524566, ' Generally': -2.365767, 'No': -3.057324}
{' Yes': -0.09329031, ' No': -2.8800924, 'Yes': -4.4038863, ' Bears': -4.753362, ' Generally': -5.2876487}
{' Yes': -0.17909175, ' No': -2.06014, 'Yes': -4.398381, 'No': -4.921373, ' Generally': -5.408338}
{' Yes': -0.13946563, ' No': -2.2650073, 'Yes': -4.599659, 'No': -5.35557, '\n': -5.6674895}
{' No': -0.82648677, ' Yes': -1.6179715, ' Bears': -1.8068105, 'No': -2.8625622, '\n': -3.1102564}
{' Yes': -0.16193686, ' No': -2.2691202, ' Bears': -3.9686177, 'Yes': -4.254838, 'No': -5.0444765}
{' Yes': -0.21161653, ' No': -1.9323864, ' Generally': -3.95128, 'No': -4.679971, 'Yes': -4.7625637}
{' Yes': -0.07117304, ' No': -3.1290095, ' Generally': -4.2213097, 'Yes': -5.290304, ' A': -5.884435}
{' No': -0.7594043, ' Bears': -1.4037695, ' Yes': -2.0613203, ' Generally': -2.5668097, 'No': -2.9155722}
{' Yes': -0.17295681, ' No': -2.3055632, ' Bears': -3.5123446, 'Yes': -4.6633396, ' Generally': -4.828917}
{' No': -0.38261068, ' Yes': -1.8328841, 'No': -2.5102637, ' Generally': -3.8478549, '\n': -4.3378572}
{' No': -0.43648124, ' Yes': -1.4298017, 'No': -2.6191194, ' A': -4.8717017, 'Yes': -4.9169974}
{' No': -0.68133646, ' Yes': -1.6888419, ' Bears': -2.0083666, 'No': -2.897664, ' It': -3.5064573}
{' Yes': -0.43869162, ' No': -1.4357103, ' Bears': -2.8068135, 'No': -3.6939807, 'Yes': -4.0728464}
{' Yes': -0.22597995, ' No': -2.2530737, ' Generally': -3.2439775, 'Yes': -4.131058, 'No': -4.4923086}
{' Yes': -0.19638354, ' No': -2.4907806, ' Generally': -3.401265, ' A': -3.730773, 'Yes': -4.127267}
{' Yes': -0.24627027, ' No': -2.6409903, ' Bears': -2.8112614, ' Generally': -3.3593261, 'Yes': -4.0543203}
{' Yes': -0.08904334, ' No': -3.6390977, 'Yes': -3.7360923, ' Bears': -3.939101, ' Generally': -5.1895947}
{' Yes': -0.023045503, ' No': -3.970027, 'Yes': -5.9682236, '\n': -7.8978314, ' yes': -7.980189}
{' Yes': -0.008864615, ' No': -5.0997934, 'Yes': -6.2789392, ' yes': -7.9645624, '\n': -8.457297}
{' Yes': -0.6733107, ' No': -0.76114404, '\n': -4.86477, ' Bears': -5.3169355, 'No': -5.428281}
{' Yes': -0.18284541, ' No': -1.822492, 'Yes': -6.12889, '\n': -6.6270823, 'No': -7.024814}
{' No': -0.14784762, 'No': -2.6872287, ' Yes': -3.058572, '\n': -4.655599, ' ': -5.488799}
{' No': -0.11716224, 'No': -2.804977, ' Yes': -3.456176, ' A': -5.1059184, '\n': -5.2410846}
{' No': -0.13383311, 'No': -2.827158, ' Bears': -3.6468127, ' Yes': -3.8121624, '\n': -5.0469704}
{' No': -0.26634598, ' Yes': -1.7388839, 'No': -3.2178478, ' Bears': -4.906662, 'Yes': -5.64987}
{' No': -0.41472006, ' Yes': -1.907558, '\n': -2.1913161, 'No': -3.0894449, ' ': -3.9539561}
{' No': -0.48085362, '\n': -1.8480183, ' Yes': -1.9751048, 'No': -3.241979, ' ': -3.8843284}
{' No': -0.47770524, '\n': -1.298199, 'No': -2.8999596, ' ': -3.738516, ' Bears': -3.963858}
{' No': -0.291961, '\n': -2.0505288, 'No': -3.0120652, ' Yes': -3.1435523, ' Bears': -4.1710067}
{' No': -0.044015244, ' Yes': -3.3794796, 'No': -4.8489547, ' ': -7.3457747, ' A': -8.73166}
{' No': -0.058704715, ' Yes': -3.1697524, 'No': -4.3775125, ' A': -7.004423, ' ': -7.196127}
{' No': -0.03339395, 'No': -3.7761993, ' Yes': -5.480654, ' Bears': -5.522442, '\n': -7.2607746}
{' No': -0.14241174, ' Yes': -2.1901355, 'No': -4.1627955, ' Bears': -5.8060737, 'Yes': -6.8821883}
{' No': -0.24397805, 'No': -2.0257964, '\n': -3.2162566, ' Yes': -3.929571, ' ': -4.2073054}
{' No': -0.4166047, 'No': -2.0006769, ' Yes': -2.1681974, '\n': -3.0675597, ' ': -4.1203465}
{' No': -0.23966058, 'No': -1.9140648, '\n': -3.2304306, ' ': -4.2623467, ' Bears': -4.891573}
{' No': -0.29970106, 'No': -1.674594, '\n': -3.892831, ' Yes': -4.0275435, ' Bears': -4.3159456}
{' Yes': -0.07747219, ' No': -3.180925, 'Yes': -4.416442, ' A': -5.3844504, ' yes': -5.4861646}
{' Yes': -0.36511987, ' No': -1.3976498, ' A': -3.8911185, 'No': -4.3767548, 'Yes': -4.703459}
{' No': -0.73857266, ' Yes': -0.8527598, 'No': -3.4004912, ' Bears': -3.5180962, 'Yes': -4.805243}
{' Yes': -0.15614201, ' No': -2.374318, ' Bears': -4.165669, 'Yes': -4.1688066, 'No': -5.115784}
{' Yes': -0.07475346, ' No': -3.3932157, 'Yes': -4.128487, ' Generally': -4.8993497, ' A': -5.052954}
{' Yes': -0.09240467, ' No': -3.2623322, 'Yes': -3.866048, ' A': -4.4223113, ' Generally': -5.280616}
{' No': -1.1783862, ' Yes': -1.1785618, ' Bears': -1.7231615, 'No': -2.9193177, ' Generally': -3.0620236}
{' No': -0.9058195, ' Yes': -0.91818094, 'No': -2.481339, ' Bears': -3.0140615, 'Yes': -3.9622767}
{' No': -0.14787436, 'No': -2.085401, ' Yes': -4.423814, 'Yes': -7.4425135, ' It': -8.543191}
{' No': -0.21171339, 'No': -2.0177894, ' Yes': -2.9127707, 'Yes': -5.997692, ' It': -8.13117}
{' No': -0.27869692, 'No': -1.5777749, ' Bears': -4.513196, ' Yes': -4.553418, ' It': -4.807509}
{' No': -0.3929015, ' Yes': -1.7169771, 'No': -2.080169, 'Yes': -4.6867285, ' Bears': -4.9093924}
{' Yes': -0.30629724, ' No': -1.6871356, 'Yes': -3.2443635, 'No': -3.328411, ' yes': -6.4795184}
{' Yes': -0.32714304, ' No': -1.5314754, 'No': -3.4656677, 'Yes': -3.5904636, ' yes': -6.760258}
{' No': -0.5249663, 'No': -1.2886134, ' Yes': -2.5234098, ' It': -4.1114187, ' Bears': -4.1816664}
{' Yes': -0.42867422, ' No': -1.44535, 'No': -2.8495991, 'Yes': -3.0480666, ' Bears': -5.3299227}
{' No': -0.11996938, ' Yes': -2.4142923, 'No': -3.83903, 'Yes': -6.8063073, ' ': -7.8810105}
{' No': -0.49100348, ' Yes': -0.9909157, 'No': -4.396189, 'Yes': -5.697293, ' ': -8.234579}
{' No': -0.47111368, ' Yes': -1.2496381, 'No': -3.0636067, ' Bears': -3.7591443, ' Generally': -4.8706875}
{' Yes': -0.2858387, ' No': -1.5360122, 'No': -4.384893, 'Yes': -4.44876, ' Bears': -5.0802226}
{' No': -0.33942932, 'No': -1.3306726, ' Bears': -4.677743, ' Yes': -5.0859156, ' ': -6.1893644}
{' No': -0.33254808, 'No': -1.3228759, ' Yes': -5.0502357, ' A': -5.854322, '\n': -6.302776}
{'No': -0.8227593, ' No': -0.98258376, ' Bears': -2.023292, ' Yes': -4.3347344, ' It': -4.4478173}
{' No': -0.68732834, 'No': -0.9338417, ' Bears': -2.9259148, ' Yes': -3.4997098, 'Yes': -5.111971}
