{'actual_primer': True, 'actual_word': True, 'primer': 'shove', 'question': 'push', 'separator': ' ', 'separator_length': 15, 'q': 'Q', 'a': 'A', 'qa_separator': ':'}
{'actual_primer': True, 'actual_word': True, 'primer': 'glance', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'critical', 'question': 'look', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'paste', 'question': 'glue', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'moss', 'question': 'glue', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'more', 'question': 'less', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'banquet', 'question': 'less', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'morse', 'question': 'code', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'symphony', 'question': 'code', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sock', 'question': 'shoe', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'evacuate', 'question': 'shoe', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'entrance', 'question': 'exit', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'sting', 'question': 'exit', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'roar', 'question': 'lion', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'add', 'question': 'lion', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shingle', 'question': 'roof', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mousse', 'question': 'roof', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'desire', 'question': 'want', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mirage', 'question': 'want', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'breeze', 'question': 'wind', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'marijuana', 'question': 'wind', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'toe', 'question': 'foot', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'chess', 'question': 'foot', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dislike', 'question': 'hate', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stopper', 'question': 'hate', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'fast', 'question': 'slow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'empathy', 'question': 'slow', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'doorbell', 'question': 'ring', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'anteater', 'question': 'ring', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cub', 'question': 'bear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'nerve', 'question': 'bear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'esteem', 'question': 'self', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'stapler', 'question': 'self', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cod', 'question': 'fish', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'lace', 'question': 'fish', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'flesh', 'question': 'skin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'husky', 'question': 'skin', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'zest', 'question': 'soap', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'righteous', 'question': 'soap', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'gum', 'question': 'chew', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'education', 'question': 'chew', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'female', 'question': 'male', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mother', 'question': 'male', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'finished', 'question': 'done', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'thunder', 'question': 'done', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pedal', 'question': 'bike', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rock', 'question': 'bike', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'corpse', 'question': 'dead', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'mineral', 'question': 'dead', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'cavern', 'question': 'cave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'blocks', 'question': 'cave', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'crescent', 'question': 'moon', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'premises', 'question': 'moon', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'hurt', 'question': 'pain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'rubber', 'question': 'pain', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'minus', 'question': 'plus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'foolish', 'question': 'plus', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'region', 'question': 'area', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'tent', 'question': 'area', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'scuba', 'question': 'dive', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'selfish', 'question': 'dive', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'listen', 'question': 'hear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'walkway', 'question': 'hear', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'shrub', 'question': 'bush', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'disguise', 'question': 'bush', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'far', 'question': 'near', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'ore', 'question': 'near', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'kilometer', 'question': 'mile', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'believe', 'question': 'mile', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'army', 'question': 'navy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'prince', 'question': 'navy', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'aright', 'question': 'okay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'builder', 'question': 'okay', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'calculator', 'question': 'math', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'embarrass', 'question': 'math', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'roast', 'question': 'beef', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'glide', 'question': 'beef', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'dairy', 'question': 'milk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'globe', 'question': 'milk', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'treble', 'question': 'bass', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cards', 'question': 'bass', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'wings', 'question': 'bird', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'brake', 'question': 'bird', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'survive', 'question': 'live', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'unconscious', 'question': 'live', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'necessary', 'question': 'need', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'philosophy', 'question': 'need', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pliers', 'question': 'tool', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'heal', 'question': 'tool', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'sonnet', 'question': 'poem', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'defense', 'question': 'poem', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'pebble', 'question': 'rock', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'cheerleader', 'question': 'rock', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'first', 'question': 'last', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': False, 'actual_word': True, 'primer': 'transplant', 'question': 'last', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
{'actual_primer': True, 'actual_word': True, 'primer': 'knock', 'question': 'door', 'separator': ' ', 'separator_length': 15, 'q': 'Question', 'a': 'Answer', 'qa_separator': '.'}
